id,condition,measurement,position,trace,marker0,marker1,t_event0,t_event1,delay
4952,NP25,20160121,3_5,14,lyso,tmrm,28.033,NaN,NaN
4953,NP25,20160121,3_5,15,lyso,tmrm,inf,NaN,NaN
4954,NP25,20160121,3_5,16,lyso,tmrm,NaN,NaN,NaN
4955,NP25,20160121,3_5,17,lyso,tmrm,inf,NaN,NaN
4956,NP25,20160121,3_5,18,lyso,tmrm,NaN,NaN,NaN
4957,NP25,20160121,3_5,19,lyso,tmrm,-inf,NaN,NaN
4958,NP25,20160121,3_5,20,lyso,tmrm,NaN,NaN,NaN
4959,NP25,20160121,3_5,21,lyso,tmrm,NaN,NaN,NaN
4960,NP25,20160121,3_5,22,lyso,tmrm,NaN,NaN,NaN
4961,NP25,20160121,3_5,23,lyso,tmrm,-inf,NaN,NaN
4962,NP25,20160121,3_5,24,lyso,tmrm,NaN,NaN,NaN
4963,NP25,20160121,3_5,25,lyso,tmrm,-inf,NaN,NaN
4964,NP25,20160121,3_5,26,lyso,tmrm,NaN,27.065,NaN
4965,NP25,20160121,3_5,27,lyso,tmrm,inf,NaN,NaN
4966,NP25,20160121,3_5,28,lyso,tmrm,NaN,NaN,NaN
4967,NP25,20160121,3_5,29,lyso,tmrm,11.914,NaN,NaN
4968,NP25,20160121,3_5,30,lyso,tmrm,NaN,NaN,NaN
4969,NP25,20160121,3_5,31,lyso,tmrm,inf,NaN,NaN
4970,NP25,20160121,3_5,32,lyso,tmrm,-inf,NaN,NaN
4971,NP25,20160121,3_5,33,lyso,tmrm,6.0581,NaN,NaN
4972,NP25,20160121,3_5,34,lyso,tmrm,-inf,NaN,NaN
4973,NP25,20160219,3_5,1,lyso,tmrm,NaN,NaN,NaN
4974,NP25,20160219,3_5,2,lyso,tmrm,NaN,NaN,NaN
4975,NP25,20160219,3_5,3,lyso,tmrm,NaN,31.717,NaN
4976,NP25,20160219,3_5,4,lyso,tmrm,NaN,NaN,NaN
4977,NP25,20160219,3_5,5,lyso,tmrm,NaN,inf,NaN
4978,NP25,20160219,3_5,6,lyso,tmrm,NaN,NaN,NaN
4979,NP25,20160219,3_5,7,lyso,tmrm,NaN,NaN,NaN
4980,NP25,20160219,3_5,8,lyso,tmrm,NaN,30.05,NaN
4981,NP25,20160219,3_5,9,lyso,tmrm,NaN,inf,NaN
4982,NP25,20160219,3_5,10,lyso,tmrm,NaN,NaN,NaN
4983,NP25,20160219,3_5,11,lyso,tmrm,NaN,21.544,NaN
4984,NP25,20160219,3_5,12,lyso,tmrm,NaN,25.719,NaN
4985,NP25,20160219,3_5,13,lyso,tmrm,NaN,NaN,NaN
4986,NP25,20180119,3_5,1,lyso,tmrm,13.523,16.269,2.7459999999999987
4987,NP25,20180119,3_5,2,lyso,tmrm,11.84,15.159,3.319000000000001
4988,NP25,20180119,3_5,3,lyso,tmrm,11.946,18.051,6.104999999999999
4989,NP25,20180119,3_5,4,lyso,tmrm,11.699,17.035,5.336
4990,NP25,20180119,3_5,5,lyso,tmrm,13.494,-inf,NaN
4991,NP25,20180119,3_5,6,lyso,tmrm,14.297,-inf,NaN
4992,NP25,20180119,3_5,7,lyso,tmrm,-inf,12.515,NaN
4993,NP25,20180119,3_5,8,lyso,tmrm,16.171,21.091,4.920000000000002
4994,NP25,20180119,3_5,9,lyso,tmrm,6.2751,6.2833,0.008199999999999541
4995,NP25,20180119,3_5,10,lyso,tmrm,-inf,-inf,NaN
4996,NP25,20180119,3_5,11,lyso,tmrm,17.017,20.481,3.464000000000002
4997,NP25,20180119,3_5,12,lyso,tmrm,11.608,14.477,2.8689999999999998
4998,NP25,20180119,3_5,13,lyso,tmrm,16.064,21.5,5.436
4999,NP25,20180119,3_5,14,lyso,tmrm,12.366,-inf,NaN
5000,NP25,20180119,3_5,15,lyso,tmrm,-inf,14.42,NaN
5001,NP25,20180119,3_5,16,lyso,tmrm,15.655,18.821,3.166000000000002
5002,NP25,20180119,3_5,17,lyso,tmrm,-inf,NaN,NaN
5003,NP25,20180119,3_5,18,lyso,tmrm,15.504,16.058,0.5540000000000003
5004,NP25,20180119,3_5,19,lyso,tmrm,13.447,16.442999999999998,2.9959999999999987
5005,NP25,20180119,3_5,20,lyso,tmrm,14.133,15.462,1.3290000000000006
5006,NP25,20180119,3_5,21,lyso,tmrm,13.668,16.561,2.8930000000000007
5007,NP25,20150928,4_1,1,lyso,tmrm,21.783,21.767,-0.01600000000000179
5008,NP25,20150928,4_1,2,lyso,tmrm,-inf,-inf,NaN
5009,NP25,20150928,4_1,3,lyso,tmrm,inf,inf,NaN
5010,NP25,20150928,4_1,4,lyso,tmrm,13.158,6.9296,-6.2284
5011,NP25,20150928,4_1,5,lyso,tmrm,-inf,inf,NaN
5012,NP25,20150928,4_1,6,lyso,tmrm,24.85,-inf,NaN
5013,NP25,20150928,4_1,7,lyso,tmrm,13.05,13.0,-0.05000000000000071
5014,NP25,20150928,4_1,8,lyso,tmrm,21.767,21.767,0.0
5015,NP25,20150928,4_1,9,lyso,tmrm,26.833,26.817,-0.015999999999998238
5016,NP25,20150928,4_1,10,lyso,tmrm,inf,NaN,NaN
5017,NP25,20150928,4_2,1,lyso,tmrm,27.583,inf,NaN
5018,NP25,20150928,4_2,2,lyso,tmrm,17.363,19.383,2.0199999999999996
5019,NP25,20150928,4_2,3,lyso,tmrm,inf,inf,NaN
5020,NP25,20150928,4_2,4,lyso,tmrm,29.783,29.6,-0.18299999999999983
5021,NP25,20150928,4_2,5,lyso,tmrm,18.849,21.011,2.161999999999999
5022,NP25,20150928,4_2,6,lyso,tmrm,inf,inf,NaN
5023,NP25,20150928,4_2,7,lyso,tmrm,24.933,26.933,2.0
5024,NP25,20150928,4_2,8,lyso,tmrm,10.8292,NaN,NaN
5025,NP25,20150928,4_2,9,lyso,tmrm,20.85,23.989,3.1389999999999993
5026,NP25,20150928,4_2,10,lyso,tmrm,inf,inf,NaN
5027,NP25,20150928,4_2,11,lyso,tmrm,24.819,-inf,NaN
5028,NP25,20150928,4_2,12,lyso,tmrm,20.658,inf,NaN
5029,NP25,20150928,4_2,13,lyso,tmrm,18.425,NaN,NaN
5030,NP25,20150928,4_2,14,lyso,tmrm,20.717,-inf,NaN
5031,NP25,20150928,4_2,15,lyso,tmrm,22.883,27.8,4.917000000000002
5032,NP25,20150928,4_2,16,lyso,tmrm,21.366,inf,NaN
5033,NP25,20150928,4_2,17,lyso,tmrm,inf,inf,NaN
5034,NP25,20150928,4_2,18,lyso,tmrm,13.671,19.896,6.225000000000001
5035,NP25,20150928,4_2,19,lyso,tmrm,inf,inf,NaN
5036,NP25,20150928,4_2,20,lyso,tmrm,inf,inf,NaN
5037,NP25,20150928,4_2,21,lyso,tmrm,18.55,18.567,0.01699999999999946
5038,NP25,20150928,4_2,22,lyso,tmrm,19.751,24.792,5.041
5039,NP25,20150928,4_2,23,lyso,tmrm,inf,NaN,NaN
5040,NP25,20150907,4_3,1,lyso,tmrm,26.7,26.7,0.0
5041,NP25,20150907,4_3,2,lyso,tmrm,21.85,24.084,2.233999999999998
5042,NP25,20150907,4_3,3,lyso,tmrm,inf,inf,NaN
5043,NP25,20150907,4_3,4,lyso,tmrm,19.033,22.333,3.299999999999997
5044,NP25,20150907,4_3,5,lyso,tmrm,21.183,-inf,NaN
5045,NP25,20150907,4_3,6,lyso,tmrm,inf,NaN,NaN
5046,NP25,20150907,4_3,7,lyso,tmrm,27.667,28.221,0.5539999999999985
5047,NP25,20150907,4_3,8,lyso,tmrm,inf,inf,NaN
5048,NP25,20150907,4_3,9,lyso,tmrm,24.637,-inf,NaN
5049,NP25,20150907,4_3,10,lyso,tmrm,27.4,27.3,-0.09999999999999787
5050,NP25,20150907,4_3,11,lyso,tmrm,20.604,NaN,NaN
5051,NP25,20150907,4_3,12,lyso,tmrm,12.542,18.003,5.461
5052,NP25,20150907,4_3,13,lyso,tmrm,inf,inf,NaN
5053,NP25,20150907,4_3,14,lyso,tmrm,28.267,28.283,0.01600000000000179
5054,NP25,20150907,4_3,15,lyso,tmrm,20.177,NaN,NaN
5055,NP25,20150907,4_3,16,lyso,tmrm,16.583,19.402,2.8190000000000026
5056,NP25,20150907,4_3,17,lyso,tmrm,20.967,21.333,0.36599999999999966
5057,NP25,20150907,4_3,18,lyso,tmrm,20.82,24.65,3.8299999999999983
5058,NP25,20150907,4_3,19,lyso,tmrm,19.983,25.833,5.849999999999998
5059,NP25,20150907,4_3,20,lyso,tmrm,22.15,24.659,2.5090000000000003
5060,NP25,20150907,4_3,21,lyso,tmrm,-inf,26.067,NaN
5061,NP25,20150907,4_3,22,lyso,tmrm,20.183,23.529,3.346
5062,NP25,20150907,4_3,23,lyso,tmrm,-inf,NaN,NaN
5063,NP25,20151009,4_4,1,lyso,tmrm,19.466,25.829,6.3629999999999995
5064,NP25,20151009,4_4,2,lyso,tmrm,15.364,22.7,7.3359999999999985
5065,NP25,20151009,4_4,3,lyso,tmrm,21.817,20.612,-1.2050000000000018
5066,NP25,20151009,4_4,4,lyso,tmrm,13.441,15.279,1.8379999999999992
5067,NP25,20151009,4_4,5,lyso,tmrm,18.466,18.246,-0.22000000000000242
5068,NP25,20151009,4_4,6,lyso,tmrm,15.149,23.042,7.8930000000000025
5069,NP25,20151009,4_4,7,lyso,tmrm,19.758,-inf,NaN
5070,NP25,20151009,4_4,8,lyso,tmrm,26.3,27.716,1.4160000000000004
5071,NP25,20151009,4_4,9,lyso,tmrm,30.333,27.846,-2.4869999999999983
5072,NP25,20151009,4_4,10,lyso,tmrm,6.9301,13.392,6.461899999999999
5073,NP25,20151009,4_4,11,lyso,tmrm,15.55,17.439,1.8889999999999993
5074,NP25,20160121,4_5,1,lyso,tmrm,inf,23.817,NaN
5075,NP25,20160121,4_5,2,lyso,tmrm,inf,NaN,NaN
5076,NP25,20160121,4_5,3,lyso,tmrm,inf,NaN,NaN
5077,NP25,20160121,4_5,4,lyso,tmrm,inf,NaN,NaN
5078,NP25,20160121,4_5,5,lyso,tmrm,25.083,NaN,NaN
5079,NP25,20160121,4_5,6,lyso,tmrm,10.9112,NaN,NaN
5080,NP25,20160121,4_5,7,lyso,tmrm,inf,NaN,NaN
5081,NP25,20160121,4_5,8,lyso,tmrm,inf,4.2767,NaN
5082,NP25,20160121,4_5,9,lyso,tmrm,inf,NaN,NaN
5083,NP25,20160121,4_5,10,lyso,tmrm,inf,NaN,NaN
5084,NP25,20160121,4_5,11,lyso,tmrm,9.121500000000001,NaN,NaN
5085,NP25,20160121,4_5,12,lyso,tmrm,inf,NaN,NaN
5086,NP25,20160121,4_5,13,lyso,tmrm,inf,NaN,NaN
5087,NP25,20160121,4_5,14,lyso,tmrm,NaN,-inf,NaN
5088,NP25,20160121,4_5,15,lyso,tmrm,10.4094,NaN,NaN
5089,NP25,20160121,4_5,16,lyso,tmrm,10.4931,NaN,NaN
5090,NP25,20160121,4_5,17,lyso,tmrm,NaN,NaN,NaN
5091,NP25,20160121,4_5,18,lyso,tmrm,8.5664,NaN,NaN
5092,NP25,20160121,4_5,19,lyso,tmrm,NaN,NaN,NaN
5093,NP25,20160121,4_5,20,lyso,tmrm,NaN,NaN,NaN
5094,NP25,20160121,4_5,21,lyso,tmrm,inf,NaN,NaN
5095,NP25,20160121,4_5,22,lyso,tmrm,inf,NaN,NaN
5096,NP25,20160121,4_5,23,lyso,tmrm,NaN,NaN,NaN
5097,NP25,20160121,4_5,24,lyso,tmrm,NaN,31.85,NaN
5098,NP25,20160121,4_5,25,lyso,tmrm,9.0456,NaN,NaN
5099,NP25,20160121,4_5,26,lyso,tmrm,-inf,-inf,NaN
5100,NP25,20160121,4_5,27,lyso,tmrm,inf,NaN,NaN
5101,NP25,20160121,4_5,28,lyso,tmrm,NaN,NaN,NaN
5102,NP25,20160121,4_5,29,lyso,tmrm,7.8983,NaN,NaN
5103,NP25,20160219,4_5,1,lyso,tmrm,NaN,NaN,NaN
5104,NP25,20160219,4_5,2,lyso,tmrm,NaN,27.233,NaN
5105,NP25,20160219,4_5,3,lyso,tmrm,inf,NaN,NaN
5106,NP25,20160219,4_5,4,lyso,tmrm,-inf,NaN,NaN
5107,NP25,20160219,4_5,5,lyso,tmrm,inf,NaN,NaN
5108,NP25,20160219,4_5,6,lyso,tmrm,NaN,25.283,NaN
5109,NP25,20160219,4_5,7,lyso,tmrm,inf,NaN,NaN
5110,NP25,20160219,4_5,8,lyso,tmrm,NaN,inf,NaN
5111,NP25,20160219,4_5,9,lyso,tmrm,inf,31.317,NaN
5112,NP25,20160219,4_5,10,lyso,tmrm,NaN,NaN,NaN
5113,NP25,20160219,4_5,11,lyso,tmrm,NaN,NaN,NaN
5114,NP25,20160219,4_5,12,lyso,tmrm,NaN,NaN,NaN
5115,NP25,20160219,4_5,13,lyso,tmrm,NaN,NaN,NaN
5116,NP25,20160219,4_5,14,lyso,tmrm,NaN,21.617,NaN
5117,NP25,20160219,4_5,15,lyso,tmrm,NaN,NaN,NaN
5118,NP25,20160219,4_5,16,lyso,tmrm,NaN,inf,NaN
5119,NP25,20160219,4_5,17,lyso,tmrm,NaN,NaN,NaN
5120,NP25,20160219,4_5,18,lyso,tmrm,NaN,NaN,NaN
5121,NP25,20160219,4_5,19,lyso,tmrm,NaN,NaN,NaN
5122,NP25,20160219,4_5,20,lyso,tmrm,NaN,22.703,NaN
5123,NP25,20160219,4_5,21,lyso,tmrm,inf,NaN,NaN
5124,NP25,20180119,4_5,1,lyso,tmrm,10.8756,12.909,2.0334000000000003
5125,NP25,20180119,4_5,2,lyso,tmrm,-inf,-inf,NaN
5126,NP25,20180119,4_5,3,lyso,tmrm,13.617,15.229,1.6119999999999983
5127,NP25,20180119,4_5,4,lyso,tmrm,3.4411,-inf,NaN
5128,NP25,20180119,4_5,5,lyso,tmrm,10.6865,15.291,4.6045
5129,NP25,20180119,4_5,6,lyso,tmrm,8.4786,10.2231,1.7445000000000004
5130,NP25,20180119,4_5,7,lyso,tmrm,9.643,14.511,4.8679999999999986
5131,NP25,20180119,4_5,8,lyso,tmrm,12.959,14.272,1.3130000000000006
5132,NP25,20180119,4_5,9,lyso,tmrm,11.114,14.047,2.933
5133,NP25,20180119,4_5,10,lyso,tmrm,14.462,19.264,4.802
5134,NP25,20150928,5_1,1,lyso,tmrm,13.183,12.884,-0.2989999999999995
5135,NP25,20150928,5_1,2,lyso,tmrm,9.3167,8.7985,-0.5182000000000002
5136,NP25,20150928,5_1,3,lyso,tmrm,27.317,27.731,0.4140000000000015
5137,NP25,20150928,5_1,4,lyso,tmrm,-inf,21.417,NaN
5138,NP25,20150928,5_1,5,lyso,tmrm,12.717,14.967,2.25
5139,NP25,20150928,5_1,6,lyso,tmrm,16.811,18.8,1.9890000000000008
5140,NP25,20150928,5_1,7,lyso,tmrm,16.716,NaN,NaN
5141,NP25,20150928,5_1,8,lyso,tmrm,NaN,NaN,NaN
5142,NP25,20150928,5_1,9,lyso,tmrm,20.204,20.558,0.3539999999999992
5143,NP25,20150928,5_1,10,lyso,tmrm,12.985,21.262,8.277000000000001
5144,NP25,20150928,5_1,11,lyso,tmrm,NaN,NaN,NaN
5145,NP25,20150928,5_1,12,lyso,tmrm,29.083,29.067,-0.015999999999998238
5146,NP25,20150928,5_1,13,lyso,tmrm,16.95,16.473,-0.4770000000000003
5147,NP25,20150928,5_1,14,lyso,tmrm,14.483,14.467,-0.016000000000000014
5148,NP25,20150928,5_1,15,lyso,tmrm,13.141,-inf,NaN
5149,NP25,20150928,5_1,16,lyso,tmrm,inf,inf,NaN
5150,NP25,20150928,5_1,17,lyso,tmrm,-inf,inf,NaN
5151,NP25,20150928,5_1,18,lyso,tmrm,inf,inf,NaN
5152,NP25,20150928,5_1,19,lyso,tmrm,22.667,inf,NaN
5153,NP25,20150928,5_1,20,lyso,tmrm,20.554,NaN,NaN
5154,NP25,20150928,5_1,21,lyso,tmrm,28.383,27.741,-0.6419999999999995
5155,NP25,20150928,5_1,22,lyso,tmrm,-inf,NaN,NaN
5156,NP25,20150928,5_2,1,lyso,tmrm,22.317,-inf,NaN
5157,NP25,20150928,5_2,2,lyso,tmrm,27.579,NaN,NaN
5158,NP25,20150928,5_2,3,lyso,tmrm,24.683,25.367,0.684000000000001
5159,NP25,20150928,5_2,4,lyso,tmrm,inf,26.796,NaN
5160,NP25,20150928,5_2,5,lyso,tmrm,inf,inf,NaN
5161,NP25,20150928,5_2,6,lyso,tmrm,-inf,-inf,NaN
5162,NP25,20150928,5_2,7,lyso,tmrm,-inf,inf,NaN
5163,NP25,20150928,5_2,8,lyso,tmrm,18.7,26.483,7.783000000000001
5164,NP25,20150928,5_2,9,lyso,tmrm,28.617,28.667,0.05000000000000071
5165,NP25,20150928,5_2,10,lyso,tmrm,18.685,21.908,3.2230000000000025
5166,NP25,20150907,5_3,1,lyso,tmrm,22.756,inf,NaN
5167,NP25,20150907,5_3,2,lyso,tmrm,19.079,21.303,2.224
5168,NP25,20150907,5_3,3,lyso,tmrm,17.533,20.808,3.2749999999999986
5169,NP25,20150907,5_3,4,lyso,tmrm,inf,inf,NaN
5170,NP25,20150907,5_3,5,lyso,tmrm,28.05,28.05,0.0
5171,NP25,20150907,5_3,6,lyso,tmrm,24.043,inf,NaN
5172,NP25,20150907,5_3,7,lyso,tmrm,23.79,inf,NaN
5173,NP25,20150907,5_3,8,lyso,tmrm,22.425,24.656,2.230999999999998
5174,NP25,20150907,5_3,9,lyso,tmrm,25.733,28.867,3.1340000000000003
5175,NP25,20150907,5_3,10,lyso,tmrm,19.529,-inf,NaN
5176,NP25,20150907,5_3,11,lyso,tmrm,20.81,inf,NaN
5177,NP25,20150907,5_3,12,lyso,tmrm,26.933,27.769,0.8359999999999985
5178,NP25,20150907,5_3,13,lyso,tmrm,NaN,inf,NaN
5179,NP25,20150907,5_3,14,lyso,tmrm,inf,-inf,NaN
5180,NP25,20150907,5_3,15,lyso,tmrm,18.383,NaN,NaN
5181,NP25,20150907,5_3,16,lyso,tmrm,-inf,inf,NaN
5182,NP25,20150907,5_3,17,lyso,tmrm,inf,inf,NaN
5183,NP25,20150907,5_3,18,lyso,tmrm,inf,NaN,NaN
5184,NP25,20150907,5_3,19,lyso,tmrm,20.917,23.11,2.192999999999998
5185,NP25,20150907,5_3,20,lyso,tmrm,22.783,25.308,2.5249999999999986
5186,NP25,20150907,5_3,21,lyso,tmrm,19.248,25.198,5.949999999999999
5187,NP25,20150907,5_3,22,lyso,tmrm,inf,inf,NaN
5188,NP25,20150907,5_3,23,lyso,tmrm,-inf,inf,NaN
5189,NP25,20150907,5_3,24,lyso,tmrm,-inf,inf,NaN
5190,NP25,20150907,5_3,25,lyso,tmrm,21.267,23.383,2.1159999999999997
5191,NP25,20150907,5_3,26,lyso,tmrm,21.87,26.388,4.518000000000001
5192,NP25,20150907,5_3,27,lyso,tmrm,20.437,22.311,1.8739999999999988
5193,NP25,20150907,5_3,28,lyso,tmrm,inf,NaN,NaN
5194,NP25,20150907,5_3,29,lyso,tmrm,inf,inf,NaN
5195,NP25,20150907,5_3,30,lyso,tmrm,24.55,NaN,NaN
5196,NP25,20150907,5_3,31,lyso,tmrm,27.767,NaN,NaN
5197,NP25,20150907,5_3,32,lyso,tmrm,inf,NaN,NaN
5198,NP25,20150907,5_3,33,lyso,tmrm,15.466,19.083,3.616999999999999
5199,NP25,20150907,5_3,34,lyso,tmrm,22.009,-inf,NaN
5200,NP25,20150907,5_3,35,lyso,tmrm,23.417,24.233,0.815999999999999
5201,NP25,20150907,5_3,36,lyso,tmrm,25.755,-inf,NaN
5202,NP25,20151009,5_4,1,lyso,tmrm,19.325,19.464,0.13899999999999935
5203,NP25,20151009,5_4,2,lyso,tmrm,inf,NaN,NaN
5204,NP25,20151009,5_4,3,lyso,tmrm,15.893,21.892,5.998999999999999
5205,NP25,20151009,5_4,4,lyso,tmrm,13.683,16.021,2.338000000000001
5206,NP25,20151009,5_4,5,lyso,tmrm,NaN,21.632,NaN
5207,NP25,20151009,5_4,6,lyso,tmrm,NaN,30.983,NaN
5208,NP25,20151009,5_4,7,lyso,tmrm,18.683,21.804,3.1209999999999987
5209,NP25,20151009,5_4,8,lyso,tmrm,inf,21.029,NaN
5210,NP25,20151009,5_4,9,lyso,tmrm,12.966,18.31,5.343999999999999
5211,NP25,20151009,5_4,10,lyso,tmrm,inf,inf,NaN
5212,NP25,20151009,5_4,11,lyso,tmrm,inf,NaN,NaN
5213,NP25,20151009,5_4,12,lyso,tmrm,20.6,NaN,NaN
5214,NP25,20151009,5_4,13,lyso,tmrm,30.617,30.533,-0.08399999999999963
5215,NP25,20151009,5_4,14,lyso,tmrm,15.541,22.641,7.099999999999998
5216,NP25,20151009,5_4,15,lyso,tmrm,9.796,19.437,9.641000000000002
5217,NP25,20151009,5_4,16,lyso,tmrm,20.467,19.9,-0.5670000000000002
5218,NP25,20151009,5_4,17,lyso,tmrm,25.8,25.617,-0.18299999999999983
5219,NP25,20151009,5_4,18,lyso,tmrm,18.633,NaN,NaN
5220,NP25,20160219,5_5,1,lyso,tmrm,NaN,NaN,NaN
5221,NP25,20160219,5_5,2,lyso,tmrm,NaN,inf,NaN
5222,NP25,20160219,5_5,3,lyso,tmrm,NaN,NaN,NaN
5223,NP25,20160219,5_5,4,lyso,tmrm,4.8483,NaN,NaN
5224,NP25,20160219,5_5,5,lyso,tmrm,NaN,NaN,NaN
5225,NP25,20160219,5_5,6,lyso,tmrm,NaN,NaN,NaN
5226,NP25,20180119,5_5,1,lyso,tmrm,10.319,12.171,1.8519999999999985
5227,NP25,20180119,5_5,2,lyso,tmrm,12.401,14.255,1.854000000000001
5228,NP25,20180119,5_5,3,lyso,tmrm,6.2559,10.5967,4.340800000000001
5229,NP25,20180119,5_5,4,lyso,tmrm,12.026,25.748,13.722000000000001
5230,NP25,20180119,5_5,5,lyso,tmrm,-inf,-inf,NaN
5231,NP25,20180119,5_5,6,lyso,tmrm,13.35,-inf,NaN
5232,NP25,20180119,5_5,7,lyso,tmrm,11.261,12.624,1.3630000000000013
5233,NP25,20180119,5_5,8,lyso,tmrm,12.719,13.655,0.9359999999999999
5234,NP25,20180119,5_5,9,lyso,tmrm,-inf,12.572,NaN
5235,NP25,20180119,5_5,10,lyso,tmrm,16.615000000000002,19.747,3.131999999999998
5236,NP25,20180119,5_5,11,lyso,tmrm,12.942,13.454,0.5120000000000005
5237,NP25,20180119,5_5,12,lyso,tmrm,9.4698,12.124,2.6542000000000012
5238,NP25,20180119,5_5,13,lyso,tmrm,-inf,15.679,NaN
5239,NP25,20180119,5_5,14,lyso,tmrm,8.2308,13.921,5.690199999999999
5240,NP25,20180119,5_5,15,lyso,tmrm,15.032,18.8,3.7680000000000007
5241,NP25,20150928,6_1,1,lyso,tmrm,-inf,inf,NaN
5242,NP25,20150928,6_1,2,lyso,tmrm,22.65,-inf,NaN
5243,NP25,20150928,6_1,3,lyso,tmrm,17.25,17.2,-0.05000000000000071
5244,NP25,20150928,6_1,4,lyso,tmrm,inf,inf,NaN
5245,NP25,20150928,6_1,5,lyso,tmrm,NaN,NaN,NaN
5246,NP25,20150928,6_1,6,lyso,tmrm,23.75,22.533,-1.2169999999999987
5247,NP25,20150928,6_1,7,lyso,tmrm,inf,inf,NaN
