id,condition,measurement,position,trace,marker0,marker1,t_event0,t_event1,delay
17517,NP100,20160601,7_2,28,lyso,pi,3.955533,5.836633,1.8811
17518,NP100,20160601,7_2,29,lyso,pi,7.584433000000001,-inf,NaN
17519,NP100,20160601,7_2,30,lyso,pi,-inf,-inf,NaN
17520,NP100,20160601,7_2,31,lyso,pi,3.343833,5.203533,1.8597000000000001
17521,NP100,20160601,7_2,32,lyso,pi,3.7621330000000004,-inf,NaN
17522,NP100,20160219,7_6,1,lyso,pi,NaN,4.4133,NaN
17523,NP100,20160219,7_6,2,lyso,pi,NaN,3.9556,NaN
17524,NP100,20160219,7_6,3,lyso,pi,NaN,NaN,NaN
17525,NP100,20160219,7_6,4,lyso,pi,NaN,9.1082,NaN
17526,NP100,20160219,7_6,5,lyso,pi,NaN,-inf,NaN
17527,NP100,20160219,7_6,6,lyso,pi,NaN,3.7717,NaN
17528,NP100,20160219,7_6,7,lyso,pi,NaN,7.1063,NaN
17529,NP100,20160219,7_6,8,lyso,pi,NaN,7.4554,NaN
17530,NP100,20160219,7_6,9,lyso,pi,NaN,4.904999999999999,NaN
17531,NP100,20160219,7_6,10,lyso,pi,NaN,8.9805,NaN
17532,NP100,20160219,7_6,11,lyso,pi,NaN,7.4577,NaN
17533,NP100,20160219,7_6,12,lyso,pi,NaN,11.1232,NaN
17534,NP100,20160219,7_6,13,lyso,pi,NaN,NaN,NaN
17535,NP100,20160219,7_6,14,lyso,pi,NaN,5.5896,NaN
17536,NP100,20160219,7_6,15,lyso,pi,NaN,7.7559,NaN
17537,NP100,20160219,7_6,16,lyso,pi,NaN,-inf,NaN
17538,NP100,20160219,7_6,17,lyso,pi,NaN,10.1072,NaN
17539,NP100,20160219,7_6,18,lyso,pi,NaN,7.1061,NaN
17540,NP100,20160219,7_6,19,lyso,pi,NaN,3.8238,NaN
17541,NP100,20160219,7_6,20,lyso,pi,NaN,4.288,NaN
17542,NP100,20160219,7_6,21,lyso,pi,-inf,-inf,NaN
17543,NP100,20160219,7_6,22,lyso,pi,10.6023,12.324,1.7217000000000002
17544,NP100,20160219,7_6,23,lyso,pi,NaN,-inf,NaN
17545,NP100,20160219,7_6,24,lyso,pi,NaN,4.206300000000001,NaN
17546,NP100,20160511,7_7,1,lyso,pi,5.9000330000000005,6.625833,0.7257999999999996
17547,NP100,20160511,7_7,2,lyso,pi,8.061133,19.035333,10.974200000000002
17548,NP100,20160511,7_7,3,lyso,pi,8.883333,9.590133,0.7067999999999994
17549,NP100,20160511,7_7,4,lyso,pi,17.883333,17.835333,-0.04800000000000182
17550,NP100,20160511,7_7,5,lyso,pi,9.567133,21.523333,11.9562
17551,NP100,20160511,7_7,6,lyso,pi,16.100333,16.336333,0.23600000000000065
17552,NP100,20160511,7_7,7,lyso,pi,9.616733,16.302333,6.685600000000001
17553,NP100,20160511,7_7,8,lyso,pi,5.300033000000001,6.069533,0.769499999999999
17554,NP100,20160511,7_7,9,lyso,pi,13.050333,13.151333,0.10099999999999909
17555,NP100,20160511,7_7,10,lyso,pi,-inf,6.307633000000001,NaN
17556,NP100,20160511,7_7,11,lyso,pi,7.790633,26.118333,18.3277
17557,NP100,20160511,7_7,12,lyso,pi,7.212733,17.255333,10.0426
17558,NP100,20160511,7_7,13,lyso,pi,7.2163330000000006,14.221333,7.004999999999999
17559,NP100,20160511,8_2,1,lyso,pi,6.854832999999999,14.750333,7.8955
17560,NP100,20160511,8_2,2,lyso,pi,5.757733,18.101333,12.3436
17561,NP100,20160511,8_2,3,lyso,pi,3.7166330000000003,4.789133,1.0724999999999993
17562,NP100,20160511,8_2,4,lyso,pi,7.883333,7.915832999999999,0.03249999999999886
17563,NP100,20160511,8_2,5,lyso,pi,14.366333,14.122333,-0.24399999999999977
17564,NP100,20160511,8_2,6,lyso,pi,6.883333,7.134333,0.25099999999999945
17565,NP100,20160511,8_2,7,lyso,pi,7.933332999999999,7.837433000000001,-0.09589999999999854
17566,NP100,20160511,8_2,8,lyso,pi,4.124033000000001,13.100333,8.976299999999998
17567,NP100,20160511,8_2,9,lyso,pi,9.250033,9.124032999999999,-0.12600000000000122
17568,NP100,20160511,8_2,10,lyso,pi,-inf,11.621333,NaN
17569,NP100,20160601,8_2,1,lyso,pi,19.116333,18.886333,-0.23000000000000043
17570,NP100,20160601,8_2,2,lyso,pi,20.900333,19.957333,-0.9430000000000014
17571,NP100,20160601,8_2,3,lyso,pi,7.934533,-inf,NaN
17572,NP100,20160601,8_2,4,lyso,pi,10.816633,11.507533,0.690900000000001
17573,NP100,20160601,8_2,5,lyso,pi,22.133333,22.032333,-0.10099999999999909
17574,NP100,20160601,8_2,6,lyso,pi,4.781333,-inf,NaN
17575,NP100,20160601,8_2,7,lyso,pi,4.310233,-inf,NaN
17576,NP100,20160601,8_2,8,lyso,pi,7.5308329999999994,23.999333,16.4685
17577,NP100,20160601,8_2,9,lyso,pi,5.337333,-inf,NaN
17578,NP100,20160601,8_2,10,lyso,pi,-inf,8.488333,NaN
17579,NP100,20160601,8_2,11,lyso,pi,7.4561329999999995,-inf,NaN
17580,NP100,20160601,8_2,12,lyso,pi,7.800033000000001,7.886233000000001,0.08619999999999983
17581,NP100,20160601,8_2,13,lyso,pi,NaN,NaN,NaN
17582,NP100,20160601,8_2,14,lyso,pi,NaN,NaN,NaN
17583,NP100,20160601,8_2,15,lyso,pi,10.616633,10.512333,-0.10430000000000028
17584,NP100,20160601,8_2,16,lyso,pi,11.633333,11.892332999999999,0.25899999999999856
17585,NP100,20160601,8_2,17,lyso,pi,19.150333,21.350333,2.1999999999999993
17586,NP100,20160601,8_2,18,lyso,pi,13.116333,12.903333,-0.2129999999999992
17587,NP100,20160601,8_2,19,lyso,pi,-inf,-inf,NaN
17588,NP100,20160601,8_2,20,lyso,pi,8.194133,-inf,NaN
17589,NP100,20160601,8_2,21,lyso,pi,-inf,7.669833000000001,NaN
17590,NP100,20160601,8_2,22,lyso,pi,9.114433,-inf,NaN
17591,NP100,20160601,8_2,23,lyso,pi,-inf,4.033933,NaN
17592,NP100,20160601,8_2,24,lyso,pi,-inf,6.614533,NaN
17593,NP100,20160601,8_2,25,lyso,pi,-inf,18.743333,NaN
17594,NP100,20160601,8_2,26,lyso,pi,12.527333,19.353333,6.825999999999999
17595,NP100,20160601,8_2,27,lyso,pi,7.943633,21.496333,13.5527
17596,NP100,20160601,8_2,28,lyso,pi,-inf,NaN,NaN
17597,NP100,20160601,8_2,29,lyso,pi,14.633333,14.473333,-0.16000000000000014
17598,NP100,20160601,8_2,30,lyso,pi,11.150033,9.702333,-1.447700000000001
17599,NP100,20160601,8_2,31,lyso,pi,-inf,-inf,NaN
17600,NP100,20160601,8_2,32,lyso,pi,18.616333,18.483333,-0.13300000000000267
17601,NP100,20160601,8_2,33,lyso,pi,-inf,13.600333,NaN
17602,NP100,20160601,8_2,34,lyso,pi,-inf,NaN,NaN
17603,NP100,20160601,8_2,35,lyso,pi,9.350033,9.683733,0.33370000000000033
17604,NP100,20160601,8_2,36,lyso,pi,4.916633,5.1782330000000005,0.2616000000000005
17605,NP100,20160601,8_2,37,lyso,pi,-inf,16.264333,NaN
17606,NP100,20160601,8_2,38,lyso,pi,20.466333,20.616333,0.15000000000000213
17607,NP100,20160601,8_2,39,lyso,pi,5.850433000000001,-inf,NaN
17608,NP100,20160219,8_6,1,lyso,pi,NaN,10.442,NaN
17609,NP100,20160219,8_6,2,lyso,pi,NaN,7.9606,NaN
17610,NP100,20160219,8_6,3,lyso,pi,NaN,3.808,NaN
17611,NP100,20160219,8_6,4,lyso,pi,NaN,-inf,NaN
17612,NP100,20160219,8_6,5,lyso,pi,NaN,4.6919,NaN
17613,NP100,20160219,8_6,6,lyso,pi,NaN,3.806,NaN
17614,NP100,20160219,8_6,7,lyso,pi,NaN,7.146,NaN
17615,NP100,20160219,8_6,8,lyso,pi,NaN,6.9229,NaN
17616,NP100,20160219,8_6,9,lyso,pi,NaN,5.4229,NaN
17617,NP100,20160219,8_6,10,lyso,pi,NaN,11.857,NaN
17618,NP100,20160219,8_6,11,lyso,pi,NaN,-inf,NaN
17619,NP100,20160219,8_6,12,lyso,pi,NaN,4.0882000000000005,NaN
17620,NP100,20160511,8_7,1,lyso,pi,7.243733000000001,NaN,NaN
17621,NP100,20160511,8_7,2,lyso,pi,14.400333,14.238332999999999,-0.1620000000000008
17622,NP100,20160511,8_7,3,lyso,pi,4.259733000000001,4.546433,0.28669999999999973
17623,NP100,20160511,8_7,4,lyso,pi,4.600033,5.285233,0.6852
17624,NP100,20160511,8_7,5,lyso,pi,20.383333,20.168333,-0.21499999999999986
17625,NP100,20160511,8_7,6,lyso,pi,7.417033,22.026333,14.609300000000001
17626,NP100,20160511,8_7,7,lyso,pi,4.9965329999999994,14.115333,9.1188
17627,NP100,20160511,8_7,8,lyso,pi,15.033332999999999,15.118333,0.08500000000000085
17628,NP100,20160511,8_7,9,lyso,pi,9.786933,20.053333,10.266399999999999
17629,NP100,20160511,8_7,10,lyso,pi,7.2274329999999996,12.818332999999999,5.5908999999999995
17630,NP100,20160511,8_7,11,lyso,pi,5.6927330000000005,28.841333,23.1486
17631,NP100,20160511,8_7,12,lyso,pi,13.033332999999999,13.406333,0.3730000000000011
17632,NP100,20160511,9_2,1,lyso,pi,16.716333,16.634333,-0.08199999999999719
17633,NP100,20160511,9_2,2,lyso,pi,8.634433,28.153333,19.518900000000002
17634,NP100,20160511,9_2,3,lyso,pi,7.533333000000001,7.487333,-0.04600000000000115
17635,NP100,20160511,9_2,4,lyso,pi,10.183333,10.140133,-0.043199999999998795
17636,NP100,20160511,9_2,5,lyso,pi,5.250033,5.7701329999999995,0.5200999999999993
17637,NP100,20160511,9_2,6,lyso,pi,7.908033,15.170333,7.2623
17638,NP100,20160511,9_2,7,lyso,pi,8.550033,8.988233,0.43819999999999837
17639,NP100,20160511,9_2,8,lyso,pi,4.1500330000000005,4.6119330000000005,0.4619
17640,NP100,20160511,9_2,9,lyso,pi,7.8166329999999995,7.753833,-0.0627999999999993
17641,NP100,20160511,9_2,10,lyso,pi,8.966633,8.923133,-0.04349999999999987
17642,NP100,20160511,9_2,11,lyso,pi,3.3233330000000003,6.140533,2.8171999999999993
17643,NP100,20160511,9_2,12,lyso,pi,14.033332999999999,13.803333,-0.22999999999999865
17644,NP100,20160511,9_2,13,lyso,pi,17.050333000000002,16.809333000000002,-0.24099999999999966
17645,NP100,20160511,9_2,14,lyso,pi,11.550333,11.471333,-0.07900000000000063
17646,NP100,20160511,9_2,15,lyso,pi,NaN,2.713433,NaN
17647,NP100,20160511,9_2,16,lyso,pi,6.370933000000001,13.670333,7.299399999999999
17648,NP100,20160511,9_2,17,lyso,pi,20.733333,20.717333,-0.015999999999998238
17649,NP100,20160511,9_2,18,lyso,pi,10.383333,10.138633,-0.24469999999999992
17650,NP100,20160601,9_2,1,lyso,pi,-inf,19.883333,NaN
17651,NP100,20160601,9_2,2,lyso,pi,4.977133,-inf,NaN
17652,NP100,20160601,9_2,3,lyso,pi,5.730633,16.401333,10.6707
17653,NP100,20160601,9_2,4,lyso,pi,9.020133,10.648033,1.6279000000000003
17654,NP100,20160601,9_2,5,lyso,pi,-inf,9.733933,NaN
17655,NP100,20160601,9_2,6,lyso,pi,-inf,19.284333,NaN
17656,NP100,20160601,9_2,7,lyso,pi,-inf,-inf,NaN
17657,NP100,20160601,9_2,8,lyso,pi,4.087833,-inf,NaN
17658,NP100,20160601,9_2,9,lyso,pi,NaN,5.869433,NaN
17659,NP100,20160601,9_2,10,lyso,pi,NaN,-inf,NaN
17660,NP100,20160601,9_2,11,lyso,pi,4.300033,4.385333,0.08530000000000015
17661,NP100,20160601,9_2,12,lyso,pi,-inf,19.783333,NaN
17662,NP100,20160601,9_2,13,lyso,pi,5.157133,-inf,NaN
17663,NP100,20160601,9_2,14,lyso,pi,11.133333,11.229333,0.09600000000000009
17664,NP100,20160601,9_2,15,lyso,pi,12.516333,12.584332999999999,0.06799999999999962
17665,NP100,20160601,9_2,16,lyso,pi,15.950333,15.835333,-0.11500000000000021
17666,NP100,20160601,9_2,17,lyso,pi,-inf,24.232333,NaN
17667,NP100,20160601,9_2,18,lyso,pi,-inf,14.799332999999999,NaN
17668,NP100,20160601,9_2,19,lyso,pi,16.800333000000002,16.704333000000002,-0.09600000000000009
17669,NP100,20160601,9_2,20,lyso,pi,5.733333,6.136833,0.4035000000000002
17670,NP100,20160219,9_6,1,lyso,pi,NaN,NaN,NaN
17671,NP100,20160219,9_6,2,lyso,pi,NaN,4.1068999999999996,NaN
17672,NP100,20160219,9_6,3,lyso,pi,NaN,6.9432,NaN
17673,NP100,20160219,9_6,4,lyso,pi,NaN,4.8916,NaN
17674,NP100,20160219,9_6,5,lyso,pi,NaN,9.2742,NaN
17675,NP100,20160219,9_6,6,lyso,pi,NaN,NaN,NaN
17676,NP100,20160219,9_6,7,lyso,pi,NaN,9.472999999999999,NaN
17677,NP100,20160219,9_6,8,lyso,pi,NaN,4.5372,NaN
17678,NP100,20160219,9_6,9,lyso,pi,NaN,6.5112,NaN
17679,NP100,20160219,9_6,10,lyso,pi,NaN,NaN,NaN
17680,NP100,20160219,9_6,11,lyso,pi,NaN,13.826,NaN
17681,NP100,20160219,9_6,12,lyso,pi,NaN,-inf,NaN
17682,NP100,20160219,9_6,13,lyso,pi,NaN,-inf,NaN
17683,NP100,20160511,9_7,1,lyso,pi,12.393333,22.052333,9.659
17684,NP100,20160511,9_7,2,lyso,pi,14.400333,14.286332999999999,-0.11400000000000077
17685,NP100,20160511,9_7,3,lyso,pi,-inf,16.032333,NaN
17686,NP100,20160511,9_7,4,lyso,pi,11.044333,21.601333,10.557
17687,NP25,20160219,10_1,1,lyso,pi,NaN,NaN,NaN
17688,NP25,20160219,10_1,2,lyso,pi,NaN,inf,NaN
17689,NP25,20160219,10_1,3,lyso,pi,NaN,-inf,NaN
17690,NP25,20160219,10_1,4,lyso,pi,NaN,15.873,NaN
17691,NP25,20160219,10_1,5,lyso,pi,NaN,inf,NaN
17692,NP25,20160219,10_1,6,lyso,pi,NaN,NaN,NaN
17693,NP25,20160219,10_1,7,lyso,pi,NaN,-inf,NaN
17694,NP25,20160219,10_1,8,lyso,pi,NaN,22.368,NaN
17695,NP25,20160219,10_1,9,lyso,pi,NaN,21.876,NaN
17696,NP25,20160601,10_1,1,lyso,pi,inf,-inf,NaN
17697,NP25,20160511,10_5,1,lyso,pi,-inf,-inf,NaN
17698,NP25,20160511,10_5,2,lyso,pi,-inf,-inf,NaN
17699,NP25,20160511,10_5,3,lyso,pi,inf,-inf,NaN
17700,NP25,20160511,10_5,4,lyso,pi,inf,-inf,NaN
17701,NP25,20160511,10_5,5,lyso,pi,inf,-inf,NaN
17702,NP25,20160511,10_5,6,lyso,pi,inf,-inf,NaN
17703,NP25,20160511,10_6,1,lyso,pi,23.105332999999998,-inf,NaN
17704,NP25,20160511,10_6,2,lyso,pi,inf,-inf,NaN
17705,NP25,20160511,11_1,1,lyso,pi,24.583333,-inf,NaN
17706,NP25,20160511,11_1,2,lyso,pi,20.188333,-inf,NaN
17707,NP25,20160511,11_1,3,lyso,pi,27.538332999999998,-inf,NaN
17708,NP25,20160511,11_5,1,lyso,pi,-inf,-inf,NaN
17709,NP25,20160511,11_5,2,lyso,pi,NaN,-inf,NaN
17710,NP25,20160511,11_5,3,lyso,pi,inf,-inf,NaN
17711,NP25,20160511,11_5,4,lyso,pi,inf,-inf,NaN
17712,NP25,20160511,11_5,5,lyso,pi,inf,-inf,NaN
17713,NP25,20160511,11_5,6,lyso,pi,inf,-inf,NaN
17714,NP25,20160511,11_5,7,lyso,pi,23.483333,-inf,NaN
17715,NP25,20160511,11_5,8,lyso,pi,inf,-inf,NaN
17716,NP25,20160511,11_5,9,lyso,pi,inf,-inf,NaN
17717,NP25,20160511,11_5,10,lyso,pi,-inf,-inf,NaN
17718,NP25,20160511,11_5,11,lyso,pi,24.299333,-inf,NaN
17719,NP25,20160511,11_6,1,lyso,pi,inf,-inf,NaN
17720,NP25,20160511,11_6,2,lyso,pi,14.938333,-inf,NaN
17721,NP25,20160511,11_6,3,lyso,pi,21.175333,-inf,NaN
17722,NP25,20160511,12_1,1,lyso,pi,NaN,-inf,NaN
17723,NP25,20160511,12_5,1,lyso,pi,25.883333,-inf,NaN
17724,NP25,20160511,12_5,2,lyso,pi,inf,-inf,NaN
17725,NP25,20160511,12_5,3,lyso,pi,inf,-inf,NaN
17726,NP25,20160511,12_5,4,lyso,pi,25.372333,-inf,NaN
17727,NP25,20160511,12_5,5,lyso,pi,inf,-inf,NaN
17728,NP25,20160511,12_5,6,lyso,pi,inf,-inf,NaN
17729,NP25,20160511,12_5,7,lyso,pi,-inf,-inf,NaN
17730,NP25,20160511,12_5,8,lyso,pi,inf,-inf,NaN
17731,NP25,20160511,12_5,9,lyso,pi,inf,-inf,NaN
17732,NP25,20160511,12_5,10,lyso,pi,-inf,-inf,NaN
17733,NP25,20160511,12_6,1,lyso,pi,17.700333,24.118333,6.417999999999999
17734,NP25,20160511,13_1,1,lyso,pi,20.412333,-inf,NaN
17735,NP25,20160511,13_1,2,lyso,pi,21.131332999999998,-inf,NaN
17736,NP25,20160511,13_1,3,lyso,pi,25.866333,-inf,NaN
17737,NP25,20160601,13_1,1,lyso,pi,20.912333,-inf,NaN
17738,NP25,20160601,13_1,2,lyso,pi,27.375333,-inf,NaN
17739,NP25,20160511,13_5,1,lyso,pi,-inf,-inf,NaN
17740,NP25,20160511,13_5,2,lyso,pi,25.999333,-inf,NaN
17741,NP25,20160511,13_5,3,lyso,pi,inf,-inf,NaN
17742,NP25,20160511,13_6,1,lyso,pi,19.694333,-inf,NaN
17743,NP25,20160511,14_1,1,lyso,pi,18.097333,-inf,NaN
17744,NP25,20160601,14_1,1,lyso,pi,17.804333,-inf,NaN
17745,NP25,20160601,14_1,2,lyso,pi,inf,-inf,NaN
17746,NP25,20160601,14_1,3,lyso,pi,13.168333,-inf,NaN
17747,NP25,20160601,14_1,4,lyso,pi,inf,-inf,NaN
17748,NP25,20160601,14_1,5,lyso,pi,19.074333,-inf,NaN
17749,NP25,20160601,14_1,6,lyso,pi,16.833333,-inf,NaN
17750,NP25,20160511,14_5,1,lyso,pi,inf,-inf,NaN
17751,NP25,20160511,14_5,2,lyso,pi,24.252333,-inf,NaN
17752,NP25,20160511,14_5,3,lyso,pi,26.950333,-inf,NaN
17753,NP25,20160511,14_5,4,lyso,pi,24.485333,-inf,NaN
17754,NP25,20160511,14_6,1,lyso,pi,20.471333,-inf,NaN
17755,NP25,20160511,14_6,2,lyso,pi,21.242333,-inf,NaN
17756,NP25,20160511,15_1,1,lyso,pi,inf,-inf,NaN
17757,NP25,20160511,15_1,2,lyso,pi,NaN,NaN,NaN
17758,NP25,20160511,15_1,3,lyso,pi,NaN,NaN,NaN
17759,NP25,20160511,15_1,4,lyso,pi,inf,-inf,NaN
17760,NP25,20160601,15_1,1,lyso,pi,19.157333,-inf,NaN
17761,NP25,20160511,15_6,1,lyso,pi,inf,-inf,NaN
17762,NP25,20160511,15_6,2,lyso,pi,inf,-inf,NaN
17763,NP25,20160511,16_1,1,lyso,pi,inf,-inf,NaN
17764,NP25,20160511,16_1,2,lyso,pi,inf,-inf,NaN
17765,NP25,20160511,16_1,3,lyso,pi,inf,-inf,NaN
17766,NP25,20160511,16_1,4,lyso,pi,inf,-inf,NaN
17767,NP25,20160601,16_1,1,lyso,pi,16.380333,-inf,NaN
17768,NP25,20160601,16_1,2,lyso,pi,14.234333,-inf,NaN
17769,NP25,20160601,16_1,3,lyso,pi,28.433333,-inf,NaN
17770,NP25,20160601,16_1,4,lyso,pi,21.605332999999998,-inf,NaN
17771,NP25,20160511,16_5,1,lyso,pi,inf,-inf,NaN
17772,NP25,20160511,16_5,2,lyso,pi,inf,-inf,NaN
17773,NP25,20160511,16_5,3,lyso,pi,26.950333,-inf,NaN
17774,NP25,20160511,16_6,1,lyso,pi,22.416332999999998,-inf,NaN
17775,NP25,20160511,16_6,2,lyso,pi,inf,-inf,NaN
17776,NP25,20160601,17_1,1,lyso,pi,-inf,-inf,NaN
17777,NP25,20160601,17_1,2,lyso,pi,-inf,-inf,NaN
17778,NP25,20160601,17_1,3,lyso,pi,27.233333,-inf,NaN
17779,NP25,20160601,17_1,4,lyso,pi,15.133333,-inf,NaN
17780,NP25,20160511,17_5,1,lyso,pi,18.193333,-inf,NaN
17781,NP25,20160601,18_1,1,lyso,pi,inf,-inf,NaN
17782,NP25,20160601,18_1,2,lyso,pi,-inf,-inf,NaN
17783,NP25,20160601,18_1,3,lyso,pi,inf,-inf,NaN
17784,NP25,20160601,18_1,4,lyso,pi,26.666332999999998,-inf,NaN
17785,NP25,20160601,18_1,5,lyso,pi,28.533333,-inf,NaN
17786,NP25,20160601,18_1,6,lyso,pi,28.100333,-inf,NaN
17787,NP25,20160601,18_1,7,lyso,pi,21.675333,-inf,NaN
17788,NP25,20160601,18_1,8,lyso,pi,25.742333,-inf,NaN
17789,NP25,20160511,18_5,1,lyso,pi,15.952333,-inf,NaN
17790,NP25,20160511,18_5,2,lyso,pi,20.158333,-inf,NaN
17791,NP25,20160511,19_5,1,lyso,pi,22.137332999999998,-inf,NaN
17792,NP25,20160121,1_1,1,lyso,pi,25.883,NaN,NaN
17793,NP25,20160121,1_1,2,lyso,pi,inf,NaN,NaN
17794,NP25,20160121,1_1,3,lyso,pi,inf,NaN,NaN
17795,NP25,20160121,1_1,4,lyso,pi,NaN,NaN,NaN
17796,NP25,20160121,1_1,5,lyso,pi,NaN,NaN,NaN
17797,NP25,20160121,1_1,6,lyso,pi,inf,NaN,NaN
17798,NP25,20160121,1_1,7,lyso,pi,11.4605,NaN,NaN
17799,NP25,20160121,1_1,8,lyso,pi,inf,NaN,NaN
17800,NP25,20160121,1_1,9,lyso,pi,inf,NaN,NaN
17801,NP25,20160121,1_1,10,lyso,pi,NaN,NaN,NaN
17802,NP25,20160121,1_1,11,lyso,pi,inf,NaN,NaN
17803,NP25,20160121,1_1,12,lyso,pi,inf,NaN,NaN
17804,NP25,20160121,1_1,13,lyso,pi,inf,NaN,NaN
17805,NP25,20160121,1_1,14,lyso,pi,23.883,-inf,NaN
17806,NP25,20160121,1_1,15,lyso,pi,19.483,NaN,NaN
17807,NP25,20160121,1_1,16,lyso,pi,inf,NaN,NaN
17808,NP25,20160121,1_1,17,lyso,pi,2.8998999999999997,NaN,NaN
17809,NP25,20160121,1_1,18,lyso,pi,inf,NaN,NaN
17810,NP25,20160121,1_1,19,lyso,pi,27.8,NaN,NaN
17811,NP25,20160121,1_1,20,lyso,pi,inf,NaN,NaN
17812,NP25,20160121,1_1,21,lyso,pi,12.596,NaN,NaN
17813,NP25,20160219,1_1,1,lyso,pi,NaN,-inf,NaN
17814,NP25,20160219,1_1,2,lyso,pi,NaN,19.967,NaN
17815,NP25,20160219,1_1,3,lyso,pi,NaN,NaN,NaN
17816,NP25,20160219,1_1,4,lyso,pi,NaN,18.422,NaN
17817,NP25,20160219,1_1,5,lyso,pi,NaN,19.593,NaN
17818,NP25,20160219,1_1,6,lyso,pi,NaN,17.328,NaN
17819,NP25,20160219,1_1,7,lyso,pi,NaN,NaN,NaN
17820,NP25,20160219,1_1,8,lyso,pi,NaN,NaN,NaN
17821,NP25,20160219,1_1,9,lyso,pi,NaN,NaN,NaN
17822,NP25,20160219,1_1,10,lyso,pi,NaN,NaN,NaN
17823,NP25,20160219,1_1,11,lyso,pi,NaN,17.183999999999997,NaN
17824,NP25,20160511,1_1,1,lyso,pi,inf,-inf,NaN
17825,NP25,20160511,1_1,2,lyso,pi,19.409333,-inf,NaN
17826,NP25,20160601,1_1,1,lyso,pi,-inf,-inf,NaN
17827,NP25,20160601,1_1,2,lyso,pi,inf,-inf,NaN
17828,NP25,20160601,1_1,3,lyso,pi,inf,-inf,NaN
17829,NP25,20160601,1_1,4,lyso,pi,inf,-inf,NaN
17830,NP25,20160601,1_1,5,lyso,pi,inf,-inf,NaN
17831,NP25,20160601,1_1,6,lyso,pi,inf,-inf,NaN
17832,NP25,20160601,1_1,7,lyso,pi,25.233333,-inf,NaN
17833,NP25,20160601,1_1,8,lyso,pi,NaN,-inf,NaN
17834,NP25,20160601,1_1,9,lyso,pi,-inf,-inf,NaN
17835,NP25,20160601,1_1,10,lyso,pi,20.692333,-inf,NaN
17836,NP25,20160511,1_5,1,lyso,pi,inf,-inf,NaN
17837,NP25,20160511,1_5,2,lyso,pi,27.169332999999998,-inf,NaN
17838,NP25,20160511,1_6,1,lyso,pi,inf,-inf,NaN
17839,NP25,20160511,20_5,1,lyso,pi,inf,-inf,NaN
17840,NP25,20160511,20_5,2,lyso,pi,inf,-inf,NaN
17841,NP25,20160511,20_5,3,lyso,pi,inf,-inf,NaN
17842,NP25,20160511,20_5,4,lyso,pi,inf,-inf,NaN
17843,NP25,20160121,2_1,1,lyso,pi,inf,NaN,NaN
17844,NP25,20160121,2_1,2,lyso,pi,inf,NaN,NaN
17845,NP25,20160121,2_1,3,lyso,pi,NaN,NaN,NaN
17846,NP25,20160121,2_1,4,lyso,pi,24.583,NaN,NaN
17847,NP25,20160121,2_1,5,lyso,pi,inf,NaN,NaN
17848,NP25,20160121,2_1,6,lyso,pi,inf,NaN,NaN
17849,NP25,20160121,2_1,7,lyso,pi,26.617,NaN,NaN
17850,NP25,20160121,2_1,8,lyso,pi,inf,NaN,NaN
17851,NP25,20160121,2_1,9,lyso,pi,inf,NaN,NaN
17852,NP25,20160121,2_1,10,lyso,pi,inf,NaN,NaN
17853,NP25,20160121,2_1,11,lyso,pi,inf,-inf,NaN
17854,NP25,20160121,2_1,12,lyso,pi,inf,NaN,NaN
17855,NP25,20160121,2_1,13,lyso,pi,16.256999999999998,NaN,NaN
17856,NP25,20160121,2_1,14,lyso,pi,inf,NaN,NaN
17857,NP25,20160121,2_1,15,lyso,pi,inf,NaN,NaN
17858,NP25,20160121,2_1,16,lyso,pi,inf,NaN,NaN
17859,NP25,20160121,2_1,17,lyso,pi,inf,NaN,NaN
17860,NP25,20160121,2_1,18,lyso,pi,-inf,NaN,NaN
17861,NP25,20160121,2_1,19,lyso,pi,inf,NaN,NaN
17862,NP25,20160121,2_1,20,lyso,pi,NaN,NaN,NaN
17863,NP25,20160121,2_1,21,lyso,pi,inf,NaN,NaN
17864,NP25,20160121,2_1,22,lyso,pi,8.4,NaN,NaN
17865,NP25,20160121,2_1,23,lyso,pi,15.459,NaN,NaN
17866,NP25,20160121,2_1,24,lyso,pi,inf,NaN,NaN
17867,NP25,20160121,2_1,25,lyso,pi,inf,NaN,NaN
17868,NP25,20160121,2_1,26,lyso,pi,inf,NaN,NaN
17869,NP25,20160121,2_1,27,lyso,pi,inf,NaN,NaN
17870,NP25,20160121,2_1,28,lyso,pi,inf,NaN,NaN
17871,NP25,20160121,2_1,29,lyso,pi,29.317,NaN,NaN
17872,NP25,20160121,2_1,30,lyso,pi,inf,NaN,NaN
17873,NP25,20160121,2_1,31,lyso,pi,inf,NaN,NaN
17874,NP25,20160219,2_1,1,lyso,pi,NaN,26.5,NaN
17875,NP25,20160219,2_1,2,lyso,pi,NaN,21.387,NaN
17876,NP25,20160219,2_1,3,lyso,pi,NaN,NaN,NaN
17877,NP25,20160219,2_1,4,lyso,pi,NaN,-inf,NaN
17878,NP25,20160219,2_1,5,lyso,pi,NaN,-inf,NaN
17879,NP25,20160219,2_1,6,lyso,pi,inf,NaN,NaN
17880,NP25,20160219,2_1,7,lyso,pi,NaN,18.518,NaN
17881,NP25,20160219,2_1,8,lyso,pi,NaN,NaN,NaN
17882,NP25,20160219,2_1,9,lyso,pi,NaN,-inf,NaN
17883,NP25,20160219,2_1,10,lyso,pi,NaN,inf,NaN
